S.N.,Country,Total Cases,New Cases,Total Deaths,Total Recovered,Active Cases,Serious Critical,Tot cases/ 1M pop,Deaths / 1M pop,TOtal Tests,Tests/ 1M pop,Population,,,,,,,,,,,,
42,Morocco,"511,249",+363,"9,023 ",+3,"497,621",+516,"4,605",210,"13,716",242,"6,261,875","167,997","37,273,622 ",Africa,"734,1316",10,0.08,124,,,,,
43,Saudi Arabia,"417,363","+1,056","6,957 ",+11,"400,580","+1,071","9,826","1,335","11,836",197,"16,903,813","479,361","35,263,191 ",Asia,"845,0692",30,0.3,279,,,,,
44,Malaysia,"408,713","+3,788","1,506 ",+14,"377,980","+2,640","29,227",328,"12,495",46,"9,404,236","287,503","32,710,014 ",Asia,"8021,7203",116,0.4,894,,,,,
45,Bulgaria,"404,380",+652,"16,399 ",+31,"339,534","+1,222","48,447",674,"58,565","2,375","2,518,362","364,728","6,904,772 ",Europe,174213,94,4,"7,016",,,,,
46,Slovakia,"382,211",+467,"11,684 ",+37,"362,939",+600,"7,588",326,"69,978","2,139","2,620,819","479,841","5,461,845 ",Europe,144672,86,7,"1,389",,,,,
47,Ecuador,"381,862","+1,173","18,631 ",+79,"318,598",,"44,633",624,"21,375","1,043","1,285,512","71,957","17,865,111 ",South America,4795914,66,4,"2,498",,,,,
48,Panama,"364,576",+358,"6,232 ",+5,"354,385",+291,"3,959",105,"83,407","1,426","2,394,760","547,868","4,371,053 ",North America,127012,82,1,906,,,,,
49,Belarus,"358,738","+1,505","2,542 ",+10,"349,013","+1,459","7,183",,"37,975",269,"5,850,328","619,296","9,446,733 ",Europe,"263,7162",159,1,760,,,,,
50,Greece,"345,033","+2,125","10,381 ",+66,"303,202",,"31,450",802,"33,238","1,000","8,136,160","783,787","10,380,577 ",Europe,"301,0001",205,6,"3,030",,,,,
51,Croatia,"332,183","+2,007","7,081 ",+41,"310,595","+2,337","14,507",253,"81,335","1,734","1,804,187","441,755","4,084,137 ",Europe,125772,491,10,"3,552",,,,,
52,Nepal,"323,187","+5,657","3,279 ",+33,"281,095",+928,"38,813",,"10,929",111,"2,473,956","83,662","29,570,715 ",Asia,"919,01812",191,1,"1,313",,,,,
53,Kazakhstan,"319,818","+2,853","3,668 ",+30,"273,915","+2,626","42,235",221,"16,865",193,"10,128,374","534,110","18,963,084 ",Asia,"595,1702",150,2,"2,227",,,,,
54,Azerbaijan,"319,109","+1,196","4,517 ",+27,"289,460","+2,162","25,132",,"31,239",442,"3,241,186","317,294","10,215,094 ",Asia,"322,2613",117,3,"2,460",,,,,
55,Georgia,"310,310","+1,476","4,110 ",+15,"290,767",+791,"15,433",,"77,913","1,032","4,184,317","1,050,601","3,982,784 ",Asia,139691,371,4,"3,875",,,,,
56,Tunisia,"309,119","+1,904","10,722 ",+81,"259,957","+1,767","38,440",536,"25,930",899,"1,312,917","110,132","11,921,296 ",Africa,"391,1129",160,7,"3,224",,,,,
57,Bolivia,"303,732","+1,901","12,951 ",+31,"250,380","+1,277","40,401",71,"25,729","1,097","1,158,410","98,128","11,805,074 ",South America,3991210,161,3,"3,422",,,,,
58,Palestine,"296,462",+861,"3,249 ",+18,"272,333","+1,100","20,880",147,"57,018",625,"1,741,234","334,891","5,199,404 ",Asia,"181,6003",166,3,"4,016",,,,,
59,Paraguay,"279,077","+2,212","6,385 ",+83,"229,519","+1,979","43,173",516,"38,733",886,"1,096,913","152,238","7,205,234 ",South America,"261,1287",307,12,"5,992",,,,,
60,Kuwait,"273,991","+1,429","1,563 ",+9,"257,261","+1,444","15,167",219,"63,381",362,"2,326,703","538,224","4,322,927 ",Asia,"162,7662",331,2,"3,509",,,,,
61,Dominican Republic,"266,561",+347,"3,480 ",+9,"226,392","+1,646","36,689",198,"24,370",318,"1,404,570","128,409","10,938,244 ",North America,"413,1438",32,0.8,"3,354",,,,,
62,Ethiopia,"257,442","+1,024","3,688 ",+30,"198,862",+946,"54,892",962,"2,194",31,"2,580,700","21,998","117,315,204 ",Africa,"45631,81045",9,0.3,468,,,,,
63,Denmark,"251,428",+874,"2,485 ",+2,"239,208","+1,451","9,735",35,"43,281",428,"37,908,060","6,525,547","5,809,177 ",Europe,"232,3380",150,0.3,"1,676",,,,,
64,Costa Rica,"250,991","+2,609","3,231 ",+14,"203,009",+416,"44,751",380,"48,900",629,"974,477","189,854","5,132,758 ",North America,"201,5895",508,3,"8,719",,,,,
65,Moldova,"250,837",+329,"5,812 ",+17,"239,914",+515,"5,111",206,"62,302","1,444","989,787","245,840","4,026,147 ",Europe,166934,82,4,"1,269",,,,,
66,Ireland,"248,870",+544,"4,903 ",+4,"230,955",+407,"13,012",44,"49,938",984,"4,494,860","901,936","4,983,570 ",Europe,"201,0161",109,0.8,"2,611",,,,,
67,Lithuania,"247,320","+1,357","3,927 ",+10,"222,436",+860,"20,957",225,"91,923","1,460","2,797,345","1,039,705","2,690,519 ",Europe,116851,504,4,"7,789",,,,,
68,Slovenia,"240,292",+949,"4,250 ",+7,"226,647",+855,"9,395",156,"115,571","2,044","1,174,592","564,931","2,079,176 ",Europe,94892,456,3,"4,519",,,,,
69,Guatemala,"227,671","+1,424","7,524 ",+24,"202,843","+1,222","17,304",5,"12,516",414,"1,260,190","69,280","18,189,912 ",North America,"802,41814",78,1,951,,,,,
70,Egypt,"227,552","+1,021","13,339 ",+61,"170,773",+765,"43,440",90,"2,189",128,"2,715,258","26,125","103,931,972 ",Africa,"4577,79238",10,0.6,418,,,,,
71,Armenia,"216,064",+536,"4,108 ",+21,"198,135",+964,"13,821",,"72,801","1,384","983,656","331,437","2,967,855 ",Asia,147223,181,7,"4,657",,,,,
72,Honduras,"211,076","+1,586","5,261 ",+38,"78,517",+377,"127,298",566,"21,034",524,"621,659","61,948","10,035,141 ",North America,"481,90716",158,4,"12,685",,,,,
73,Qatar,"205,652",+676,458 ,+8,"189,544","+1,593","15,650",374,"73,243",163,"1,903,912","678,078","2,807,805 ",Asia,"146,1311",241,3,"5,574",,,,,
74,Bosnia and Herzegovina,"198,461",+595,"8,551 ",+39,"159,223",+582,"30,687",,"60,807","2,620","907,054","277,915","3,263,787 ",Europe,163824,182,12,"9,402",,,,,
75,Uruguay,"198,428","+2,694","2,616 ",+53,"167,823","+2,858","27,989",548,"56,958",751,"1,802,140","517,299","3,483,749 ",South America,"181,3322",773,15,"8,034",,,,,
76,Venezuela,"197,683","+1,297","2,136 ",+19,"179,200","+1,128","16,347",317,"6,968",75,"3,359,014","118,405","28,368,759 ",South America,"14413,2818",46,0.7,576,,,,,
77,Oman,"193,253",,"2,010 ",,"173,123",,"18,120",275,"37,065",386,"1,550,000","297,285","5,213,849 ",Asia,"272,5943",,,"3,475",,,,,
78,Libya,"177,508",+436,"3,029 ",+6,"163,191",+519,"11,288",,"25,545",436,"958,768","137,976","6,948,783 ",Africa,"392,2947",63,0.9,"1,624",,,,,
79,Bahrain,"176,934","+1,182",646 ,+7,"165,928","+1,024","10,360",87,"101,092",369,"4,079,066","2,330,595","1,750,225 ",Asia,"102,7090",675,4,"5,919",,,,,
80,Nigeria,"165,110",+55,"2,063 ",,"155,101",+60,"7,946",11,785,10,"1,912,628","9,092","210,358,766 ",Africa,"1,274101,967110",0.3,,38,,,,,
81,Kenya,"159,318",+497,"2,724 ",+17,"108,565",+441,"48,029",191,"2,910",50,"1,669,552","30,494","54,750,456 ",Africa,"34420,09933",9,0.3,877,,,,,
82,North Macedonia,"152,367",+365,"4,855 ",+37,"132,765",+594,"14,747",124,"73,137","2,330","721,446","346,299","2,083,303 ",Europe,144293,175,18,"7,079",,,,,
83,Myanmar,"142,817",+17,"3,209 ",,"131,966",+8,"7,642",,"2,610",59,"2,576,307","47,088","54,713,038 ",Asia,"38317,05021",0.3,,140,,,,,
84,Albania,"131,085",+108,"2,394 ",+5,"109,338",+732,"19,353",18,"45,592",833,"633,689","220,400","2,875,178 ",Europe,"221,2015",38,2,"6,731",,,,,
85,Algeria,"122,108",+242,"3,253 ",+9,"85,108",+168,"33,747",28,"2,744",73,"230,861","5,187","44,506,651 ",Africa,"36413,682193",5,0.2,758,,,,,
86,Estonia,"122,042",+385,"1,161 ",+3,"111,274",+675,"9,607",57,"91,949",875,"1,283,679","967,152","1,327,278 ",Europe,"111,1431",290,2,"7,238",,,,,
87,S. Korea,"122,007",+656,"1,828 ",+3,"111,422",+635,"8,757",164,"2,378",36,"8,848,292","172,461","51,305,935 ",Asia,"42128,0676",13,0.06,171,,,,,
88,Latvia,"118,558",+763,"2,131 ",+6,"107,701",+632,"8,726",84,"63,442","1,140","2,292,447","1,226,714","1,868,770 ",Europe,168771,408,3,"4,669",,,,,
89,Norway,"112,970",+429,756 ,+2,"88,952",,"23,262",40,"20,704",139,"5,212,177","955,229","5,456,469 ",Europe,"487,2181",79,0.4,"4,263",,,,,
90,Sri Lanka,"108,146","+1,662",678 ,+17,"95,975",+530,"11,493",,"5,033",32,"2,538,334","118,128","21,487,952 ",Asia,"19931,6938",77,0.8,535,,,,,
91,Cuba,"106,707","+1,046",644 ,+12,"100,603",+973,"5,460",73,"9,426",57,"3,631,470","320,777","11,320,855 ",North America,"10617,5793",92,1,482,,,,,
92,Montenegro,"97,389",+132,"1,495 ",+3,"93,531",+162,"2,363",69,"155,045","2,380","375,779","598,248","628,132 ",Europe,64202,210,5,"3,762",,,,,
93,Kyrgyzstan,"95,275",+331,"1,604 ",+6,"89,191",+268,"4,480",25,"14,406",243,"988,713","149,502","6,613,368 ",Asia,"694,1237",50,0.9,677,,,,,
94,Ghana,"92,562",,779 ,,"90,196",,"1,587",8,"2,928",25,"1,075,602","34,028","31,609,384 ",Africa,"34140,57729",,,50,,,,,
95,Zambia,"91,586",+53,"1,251 ",+1,"89,933",+81,402,45,"4,869",67,"1,400,235","74,447","18,808,586 ",Africa,"20515,03513",3,0.05,21,,,,,
96,Uzbekistan,"90,808",+402,649 ,+2,"87,067",+293,"3,092",23,"2,681",19,"1,377,915","40,681","33,871,350 ",Asia,"37352,19025",12,0.06,91,,,,,
97,Finland,"86,808",+195,914 ,+1,"46,000",,"39,894",31,"15,647",165,"4,471,351","805,956","5,547,888 ",Europe,"646,0701",35,0.2,"7,191",,,,,
98,Cameroon,"72,250",,"1,107 ",,"64,572",,"6,571",385,"2,667",41,"1,257,949","46,433","27,091,519 ",Africa,"37524,47322",,,243,,,,,
99,Mozambique,"69,917",+53,814 ,,"65,913","+1,372","3,190",43,"2,186",25,"518,615","16,218","31,977,645 ",Africa,"45739,28562",2,,100,,,,,
100,El Salvador,"69,198",,"2,124 ",+4,"64,876",,"2,198",31,"10,624",326,"914,674","140,429","6,513,428 ",North America,"943,0677",,0.6,337,,,,,
101,Luxembourg,"67,205",+160,796 ,+2,"63,661",+213,"2,748",30,"105,932","1,255","2,661,422","4,195,074","634,416 ",Europe,97970,252,3,"4,332",,,,,
102,Cyprus,"65,233",,308 ,,"39,061",,"25,864",75,"53,705",254,"4,851,170","3,993,837","1,214,664 ",Asia,"193,9440",,,"21,293",,,,,
103,Thailand,"65,153","+1,583",203 ,+15,"36,254",+860,"28,696",871,931,3,"8,124,896","116,160","69,945,784 ",Asia,"1,074344,5619",23,0.2,410,,,,,
104,Singapore,"61,145",+24,30 ,,"60,751",+33,364,,"10,384",5,"9,536,636","1,619,514","5,888,578 ",Asia,"96196,2861",4,,62,,,,,
105,Afghanistan,"59,942",+197,"2,631 ",+6,"53,206",+103,"4,105","1,124","1,512",66,"403,764","10,182","39,652,974 ",Asia,"66215,07198",5,0.2,104,,,,,
106,Namibia,"48,351",+174,642 ,+4,"46,021",+112,"1,688",42,"18,748",249,"386,573","149,892","2,579,003 ",Africa,"534,0177",67,2,655,,,,,
107,Botswana,"46,934",,712 ,,"44,960",,"1,262",1,"19,630",298,"999,041","417,850","2,390,908 ",Africa,"513,3582",,,528,,,,,
108,Ivory Coast,"46,036",+38,286 ,,"45,526",+28,224,,"1,710",11,"594,288","22,078","26,917,693 ",Africa,"58594,11845",1,,8,,,,,
109,Jamaica,"45,578",+164,778 ,+8,"21,059",+114,"23,741",26,"15,336",262,"331,131","111,420","2,971,920 ",North America,"653,8209",55,3,"7,988",,,,,
110,Uganda,"41,866",+69,342 ,,"41,422",,102,24,892,7,"1,015,177","21,631","46,930,713 ",Africa,"1,121137,22446",1,,2,,,,,
111,Senegal,"40,344",+49,"1,107 ",,"39,083",+62,154,12,"2,358",65,"479,478","28,026","17,108,079 ",Africa,"42415,45436",3,,9,,,,,
112,Zimbabwe,"38,257",+22,"1,567 ",,"35,612",+18,"1,078",12,"2,543",104,"415,737","27,638","15,042,299 ",Africa,"3939,59936",1,,72,,,,,
113,Madagascar,"37,014",+318,643 ,+6,"31,570",+557,"4,801",391,"1,309",23,"182,972","6,470","28,278,674 ",Africa,"76443,979155",11,0.2,170,,,,,
114,Mongolia,"35,979","+1,356",110 ,+8,"19,642",+923,"16,227",109,"10,830",33,"2,697,262","811,931","3,322,033 ",Asia,"9230,2001",408,2,"4,885",,,,,
115,Malawi,"34,078",+16,"1,148 ",,"32,051",+28,879,12,"1,744",59,"232,358","11,893","19,537,996 ",Africa,"57317,01984",0.8,,45,,,,,
116,Sudan,"33,104",,"2,349 ",,"26,795",,"3,960",,741,53,"232,965","5,212","44,695,198 ",Africa,"1,35019,027192",,,89,,,,,
117,Malta,"30,292",+16,413 ,,"29,548",+55,331,,"68,453",933,"867,282","1,959,862","442,522 ",Europe,"151,0711",36,,748,,,,,
118,DRC,"29,853",+41,766 ,+3,"26,219",+13,"2,868",,325,8,"148,822","1,621","91,804,946 ",Africa,"3,075119,850617",0.4,0.03,31,,,,,
119,Maldives,"29,835",+465,73 ,,"24,775",+72,"4,987",90,"54,401",133,"725,273","1,322,458","548,428 ",Asia,"187,5131",848,,"9,093",,,,,
120,Australia,"29,801",+22,910 ,,"28,599",+6,292,1,"1,158",35,"16,839,329","654,070","25,745,436 ",Australia/Oceania,"86428,2922",0.9,,11,,,,,
121,Angola,"26,652",+221,596 ,+2,"23,876",+270,"2,180",24,791,18,"465,555","13,811","33,708,433 ",Africa,"1,26556,55872",7,0.06,65,,,,,
122,Rwanda,"25,116",+121,335 ,+2,"23,234",+28,"1,547",3,"1,900",25,"1,313,490","99,376","13,217,357 ",Africa,"52639,45510",9,0.2,117,,,,,
123,Cabo Verde,"23,882",+328,217 ,+4,"20,565",+308,"3,100",23,"42,570",387,"149,692","266,831","561,000 ",Africa,"232,5854",585,7,"5,526",,,,,
124,Gabon,"23,075",+257,139 ,+1,"19,629",+239,"3,307",19,"10,169",61,"731,109","322,199","2,269,124 ",Africa,"9816,3253",113,0.4,"1,457",,,,,
125,Syria,"22,733",+102,"1,592 ",+9,"16,821",+160,"4,320",,"1,273",89,"103,566","5,801","17,851,800 ",Asia,"78511,213172",6,0.5,242,,,,,
126,Guinea,"22,215",,144 ,,"19,670",,"2,401",24,"1,655",11,"431,897","32,167","13,426,693 ",Africa,"60493,24131",,,179,,,,,
127,Réunion,"20,381",,148 ,,"18,659",,"1,574",36,"22,630",164,"101,244","112,416","900,623 ",Africa,"446,0859",,,"1,748",,,,,
128,Mayotte,"20,094",+39,170 ,,"2,964",,"16,960",3,"72,215",611,"171,277","615,546","278,252 ",Africa,"141,6372",140,,"60,952",,,,,
129,French Guiana,"19,543",+139,101 ,+1,"9,995",,"9,447",20,"64,060",331,"216,365","709,226","305,072 ",South America,"163,0211",456,3,"30,966",,,,,
130,French Polynesia,"18,758",+3,141 ,,"18,597",+8,20,3,"66,457",500,"26,355","93,372","282,258 ",Australia/Oceania,"152,00211",11,,71,,,,,
131,Eswatini,"18,458",,671 ,,"17,743",,44,3,"15,774",573,"186,323","159,232","1,170,138 ",Africa,"631,7446",,,38,,,,,
132,Mauritania,"18,402",+25,455 ,,"17,687",+18,260,14,"3,874",96,"233,956","49,248","4,750,525 ",Africa,"25810,44120",5,,55,,,,,
133,Guadeloupe,"14,555",,198 ,,"2,242",,"12,115",18,"36,371",495,"180,000","449,796","400,181 ",North America,"272,0212",,,"30,274",,,,,
134,Somalia,"13,915",,713 ,,"5,847",,"7,355",,856,44,"111,801","6,876","16,258,940 ",Africa,"1,16822,804145",,,452,,,,,
135,Mali,"13,858",+43,484 ,+3,"8,560",+93,"4,814",,668,23,"254,662","12,284","20,731,747 ",Africa,"1,49642,83481",2,0.1,232,,,,,
136,Cambodia,"13,402",+761,93 ,+2,"5,152",+166,"8,157",,793,5,"906,182","53,586","16,910,843 ",Asia,"1,262181,83719",45,0.1,482,,,,,
137,Burkina Faso,"13,310",+1,157 ,,"13,043",+12,110,,623,7,"179,512","8,398","21,376,120 ",Africa,"1,606136,154119",0.05,,5,,,,,
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,370",9,,,"9,714,711 ",Asia,"730107,941",,,,,,,,
139,Guyana,"13,283",+177,296 ,+1,"11,208",+98,"1,779",15,"16,820",375,"122,494","155,113","789,709 ",South America,"592,6686",224,1,"2,253",,,,,
140,Andorra,"13,232",+34,125 ,,"12,684",+34,423,18,"171,027","1,616","193,595","2,502,262","77,368 ",Europe,66190,439,,"5,467",,,,,
141,Haiti,"13,094",+77,254 ,,"12,148",+5,692,,"1,137",22,"60,085","5,217","11,517,868 ",North America,"88045,346192",7,,60,,,,,
142,Togo,"12,967",+36,123 ,,"11,140",+95,"1,704",,"1,537",15,"310,570","36,802","8,439,039 ",Africa,"65168,61027",4,,202,,,,,
143,Belize,"12,668",+22,323 ,,"12,218",+10,127,1,"31,387",800,"117,641","291,476","403,604 ",North America,"321,2503",55,,315,,,,,
144,Curaçao,"12,195",+14,109 ,+1,"11,612",+69,474,22,"74,066",662,"94,604","574,573","164,651 ",North America,"141,5112",85,6,"2,879",,,,,
145,Hong Kong,"11,775",+4,209 ,,"11,416",+12,150,3,"1,560",28,"11,193,673","1,483,092","7,547,522 ",Asia,"64136,1131",0.5,,20,,,,,
146,Martinique,"11,253",,75 ,,98,,"11,080",33,"30,006",200,"157,145","419,028","375,023 ",North America,"335,0002",,,"29,545",,,,,
147,Djibouti,"11,100",+74,143 ,,"10,708",+62,249,,"11,101",143,"149,489","149,502","999,911 ",Africa,"906,9927",74,,249,,,,,
148,Papua New Guinea,"11,037",+40,107 ,,"8,943",,"1,987",,"1,215",12,"93,283","10,265","9,087,299 ",Australia/Oceania,"82384,92897",4,,219,,,,,
149,Trinidad and Tobago,"10,824",+326,169 ,+4,"8,481",+61,"2,174",8,"7,713",120,"131,207","93,502","1,403,260 ",North America,"1308,30311",232,3,"1,549",,,,,
150,Lesotho,"10,731",,316 ,,"6,267",,"4,148",,"4,976",147,"79,490","36,863","2,156,361 ",Africa,"2016,82427",,,"1,924",,,,,
151,Congo,"10,678",,144 ,,"8,208",,"2,326",,"1,897",26,"92,500","16,429","5,630,256 ",Africa,"52739,09961",,,413,,,,,
152,Aruba,"10,638",+30,99 ,+1,"10,368",+32,171,14,"99,288",924,"148,270","1,383,851","107,143 ",North America,"101,0821",280,9,"1,596",,,,,
153,South Sudan,"10,583",+16,115 ,+1,"10,312",,156,,936,10,"151,582","13,411","11,302,639 ",Africa,"1,06898,28475",1,0.09,14,,,,,
154,Bahamas,"10,453",+104,199 ,+1,"9,494",+73,760,4,"26,372",502,"86,984","219,454","396,365 ",North America,"381,9925",262,3,"1,917",,,,,
155,Suriname,"10,363",+77,204  ,+3,"9,336",+47,823,23,"17,535",345,"50,752","85,875","590,998 ",South America,"572,89712",130,5,"1,393",,,,,
156,Benin,"7,821",,99 ,,"7,580",,142,35,631,8,"590,214","47,654","12,385,279 ",Africa,"1,584125,10421",,,11,,,,,
157,Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,340",78,"123,169","85,479","1,440,927 ",Africa,"18712,86512",,,210,,,,,
158,Nicaragua,"6,898",,182 ,,"4,225",,"2,491",,"1,031",27,,,"6,689,960 ",North America,"97036,758",,,372,,,,,
159,Iceland,"6,472",+6,29 ,,"6,253",+7,190,4,"18,864",85,"600,005","1,748,857","343,084 ",Europe,"5311,8301",17,,554,,,,,
160,CAR,"6,411",,88 ,,"5,112",,"1,211",2,"1,309",18,"40,907","8,350","4,899,311 ",Africa,"76455,674120",,,247,,,,,
161,Yemen,"6,317",+23,"1,226 ",+4,"2,751",+20,"2,340",23,208,40,"23,855",786,"30,369,014 ",Asia,"4,80824,7711,273",0.8,0.1,77,,,,,
162,Gambia,"5,898",+11,174 ,,"5,357",+16,367,3,"2,385",70,"71,116","28,761","2,472,661 ",Africa,"41914,21135",4,,148,,,,,
163,Seychelles,"5,873",+314,28 ,+2,"5,101",+426,744,,"59,411",283,"21,504","217,535","98,853 ",Africa,"173,5305","3,176",20,"7,526",,,,,
164,Niger,"5,228",+2,191 ,,"4,851",,186,18,210,8,"98,784","3,963","24,926,972 ",Africa,"4,768130,508252",0.08,,7,,,,,
165,San Marino,"5,066",+6,90 ,,"4,917",+8,59,4,"149,044","2,648","61,499","1,809,326","33,990 ",Europe,73781,177,,"1,736",,,,,
166,Chad,"4,817",+7,170 ,,"4,423",+7,224,,286,10,"113,775","6,766","16,814,496 ",Africa,"3,49198,909148",0.4,,13,,,,,
167,Saint Lucia,"4,552",+18,74 ,,"4,363",+6,115,,"24,696",401,"40,297","218,619","184,325 ",North America,"402,4915",98,,624,,,,,
168,Gibraltar,"4,283",,94 ,,"4,185",,4,1,"127,156","2,791","233,075","6,919,663","33,683 ",Europe,83580,,,119,,,,,
169,Channel Islands,"4,055",,86 ,,"3,956",,13,1,"23,146",491,"454,413","2,593,770","175,194 ",Europe,"432,0370",,,74,,,,,
170,Sierra Leone,"4,054",+1,79 ,,"3,076",+1,899,,500,10,"119,155","14,690","8,111,176 ",Africa,"2,001102,67368",0.1,,111,,,,,
171,Burundi,"3,995",+10,6 ,,773,,"3,216",,328,0.5,"90,019","7,389","12,182,658 ",Africa,"3,0492,030,443135",0.8,,264,,,,,
172,Barbados,"3,855",+17,44 ,,"3,768",+9,43,,"13,401",153,"153,036","531,988","287,668 ",North America,"756,5382",59,,149,,,,,
173,Comoros,"3,834",,146 ,,"3,674",,14,,"4,333",165,,,"884,919 ",Africa,"2316,061",,,16,,,,,
174,Guinea-Bissau,"3,734",+1,67 ,,"3,315",+15,352,9,"1,861",33,"63,663","31,730","2,006,429 ",Africa,"53729,94732",0.5,,175,,,,,
175,Eritrea,"3,671",,10 ,,"3,492",,169,,"1,023",3,"23,693","6,605","3,587,124 ",Africa,"977358,712151",,,47,,,,,
176,Vietnam,"2,928",+18,35 ,,"2,516",,377,,30,0.4,"2,598,753","26,500","98,066,119 ",Asia,"33,4932,801,88938",0.2,,4,,,,,
177,Liechtenstein,"2,926",+5,57 ,,"2,792",+11,77,6,"76,559","1,491","39,109","1,023,287","38,219 ",Europe,136711,131,,"2,015",,,,,
178,New Zealand,"2,613",,26 ,,"2,564",,23,,522,5,"2,013,539","402,539","5,002,100  ",Australia/Oceania,"1,914192,3882",,,5,,,,,
179,Monaco,"2,454",+2,32 ,,"2,368",+10,54,1,"62,169",811,"51,953","1,316,165","39,473 ",Europe,"161,2341",51,,"1,368",,,,,
180,Bermuda,"2,393",+11,28 ,+1,"1,820",+15,545,28,"38,543",451,"239,584","3,858,905","62,086 ",North America,"262,2170",177,16,"8,778",,,,,
181,Turks and Caicos,"2,388",+2,17 ,,"2,343",+1,28,1,"60,995",434,"54,460","1,391,024","39,151 ",North America,"162,3031",51,,715,,,,,
182,Sao Tome and Principe,"2,302",+1,35 ,,"2,241",+2,26,,"10,345",157,"12,999","58,415","222,528 ",Africa,"976,35817",4,,117,,,,,
183,Timor-Leste,"2,276",+86,3 ,,"1,114",+47,"1,159",,"1,699",2,"66,785","49,868","1,339,228 ",Asia,"588446,40920",64,,865,,,,,
184,Sint Maarten,"2,230",,27 ,,"2,187",,16,1,"51,525",624,"26,359","609,034","43,280 ",North America,"191,6032",,,370,,,,,
185,Liberia,"2,099",,85 ,,"1,949",,65,2,407,16,"95,315","18,487","5,155,897 ",Africa,"2,45660,65854",,,13,,,,,
186,St. Vincent Grenadines,"1,864",+9,11 ,,"1,715",+3,138,2,"16,758",99,"45,158","405,977","111,233 ",North America,"6010,1122",81,,"1,241",,,,,
187,Saint Martin,"1,745",,12 ,,"1,399",,334,7,"44,502",306,"27,588","703,560","39,212 ",North America,"223,2681",,,"8,518",,,,,
188,Isle of Man,"1,587",,29 ,,"1,548",+3,10,1,"18,582",340,"44,761","524,091","85,407 ",Europe,"542,9452",,,117,,,,,
189,Caribbean Netherlands,"1,558",+1,16 ,,"1,465",,77,,"58,959",605,"10,025","379,376","26,425 ",North America,"171,6523",38,,"2,914",,,,,
190,Antigua and Barbuda,"1,232",,32 ,,"1,014",,186,1,"12,495",325,"16,700","169,366","98,603 ",North America,"803,0816",,,"1,886",,,,,
191,Mauritius,"1,209",+1,17 ,,"1,084",+16,108,,949,13,"358,675","281,640","1,273,525 ",Africa,"1,05374,9134",0.8,,85,,,,,
192,Taiwan,"1,129",+8,12 ,,"1,053",+2,64,,47,0.5,"539,626","22,623","23,852,669 ",Asia,"21,1271,987,72244",0.3,,3,,,,,
193,Bhutan,"1,074",+8,1 ,,961,,112,,"1,379",1,"701,154","900,461","778,661 ",Asia,"725778,6611",10,,144,,,,,
194,St. Barth,974,,1 ,,462,,511,,"98,364",101,"26,385","2,664,613","9,902 ",North America,"109,9020",,,"51,606",,,,,
195,Laos,757,+85, ,,51,+1,706,,103,,"171,231","23,255","7,363,088 ",Asia,"9,72743",12,,96,,,,,
196,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,,,,
197,Faeroe Islands,664,+1,1 ,,662,,1,,"13,546",20,"252,457","5,150,397","49,017 ",Europe,"7449,0170",20,,20,,,,,
198,Cayman Islands,543,+1,2 ,,526,+4,15,,"8,182",30,"90,031","1,356,665","66,362 ",North America,"12233,1811",15,,226,,,,,
199,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,137,218 ",Africa,"120,1122,911,296",,,5,,,,,
200,Wallis and Futuna,444,,7 ,,44,,393,1,"40,094",632,"15,256","1,377,641","11,074 ",Australia/Oceania,"251,5821",,,"35,489",,,,,
201,Brunei ,224,,3 ,,215,,6,,508,7,"120,301","272,817","440,958 ",Asia,"1,969146,9864",,,14,,,,,
202,British Virgin Islands,194,,1 ,,191,+2,2,,"6,382",33,"38,203","1,256,760","30,398 ",North America,"15730,3981",,,66,,,,,
203,Dominica,174,, ,,172,,2,,"2,412",,"14,936","207,056","72,135 ",North America,4155,,,28,,,,,
204,Grenada,160,,1 ,,158,,1,,"1,416",9,"26,331","233,106","112,957 ",North America,"706112,9574",,,9,,,,,
205,New Caledonia,124,, ,,58,,66,,431,,"30,081","104,529","287,777 ",Australia/Oceania,"2,32110",,,229,,,,,
206,Fiji,117,+1,2 ,,65,,50,,130,2,"51,014","56,566","901,844 ",Australia/Oceania,"7,708450,92218",1,,55,,,,,
207,Anguilla,93,+2, ,,29,,64,,"6,153",,"20,821","1,377,597","15,114 ",North America,1631,132,,"4,234",,,,,
208,Falkland Islands,63,, ,,62,,1,,"17,677",,"7,202","2,020,763","3,564 ",South America,570,,,281,,,,,
209,Macao,49,, ,,49,,0,,75,,"4,483","6,827","656,676 ",Asia,"13,402146",,,,,,,,
210,Saint Kitts and Nevis,44,, ,,44,,0,,822,,"12,381","231,369","53,512 ",North America,"1,2164",,,,,,,,
211,Greenland,31,, ,,31,,0,,545,,"20,669","363,558","56,852 ",North America,"1,8343",,,,,,,,
212,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,,"14,944",,,,,
213,Saint Pierre Miquelon,25,, ,,25,,0,,"4,333",,"5,318","921,664","5,770 ",North America,2311,,,,,,,,
